Event_Title,Event_Date,Event_Location,fighterA,fighterB,kdA,kdB,end_time,method,round,STRa,STRb,SubA,SubB,TDa,TDb,weight
UFC 105: Couture vs Vera,14-Nov-09,"Manchester, England, United Kingdom",Jack Hermansson,Chris Curtis,0,0,5:00,U-DEC,3,100,43,0,0,0,0,Middleweight
UFC 105: Couture vs Vera,14-Nov-09,"Manchester, England, United Kingdom",Paddy Pimblett,Jordan Leavitt,0,0,2:46,SUB,2,17,16,4,0,1,3,Lightweight
UFC 105: Couture vs Vera,14-Nov-09,"Manchester, England, United Kingdom",Nikita Krylov,Alexander Gustafsson,2,0,1:07,KO/TKO,1,26,5,0,0,0,0,Light Heavyweight
UFC 105: Couture vs Vera,14-Nov-09,"Manchester, England, United Kingdom",Molly McCann,Hannah Goldy,1,0,3:52,KO/TKO,1,24,9,0,0,0,0,Women's Flyweight
UFC 105: Couture vs Vera,14-Nov-09,"Manchester, England, United Kingdom",Volkan Oezdemir,Paul Craig,0,0,5:00,U-DEC,3,72,33,0,0,1,0,Light Heavyweight
UFC 105: Couture vs Vera,14-Nov-09,"Manchester, England, United Kingdom",Ludovit Klein,Mason Jones,1,0,5:00,U-DEC,3,50,43,0,0,0,0,Lightweight
UFC 105: Couture vs Vera,14-Nov-09,"Manchester, England, United Kingdom",Marc Diakiese,Damir Hadzovic,0,0,5:00,U-DEC,3,13,5,0,0,8,0,Lightweight
UFC 105: Couture vs Vera,14-Nov-09,"Manchester, England, United Kingdom",Nathaniel Wood,Charles Rosa,0,0,5:00,U-DEC,3,97,51,0,1,1,2,Featherweight
UFC 105: Couture vs Vera,14-Nov-09,"Manchester, England, United Kingdom",Jonathan Pearce,Makwan Amirkhani,0,0,4:10,KO/TKO,2,90,11,0,0,4,3,Featherweight
UFC 105: Couture vs Vera,14-Nov-09,"Manchester, England, United Kingdom",Muhammad Mokaev,Charles Johnson,0,0,5:00,U-DEC,3,12,12,0,0,12,0,Flyweight
UFC 105: Couture vs Vera,14-Nov-09,"Manchester, England, United Kingdom",Jai Herbert,Kyle Nelson,0,0,5:00,U-DEC,3,36,41,0,0,0,0,Lightweight
UFC 105: Couture vs Vera,14-Nov-09,"Manchester, England, United Kingdom",Victoria Leonardo,Mandy Bohm,0,0,5:00,U-DEC,3,39,52,0,1,2,0,Women's Flyweight
UFC 105: Couture vs Vera,14-Nov-09,"Manchester, England, United Kingdom",Nicolas Dalby,Claudio Silva,0,0,5:00,U-DEC,3,45,11,1,0,1,4,Welterweight
UFC 104: Machida vs Shogun,24-Oct-09,"Los Angeles, California, USA",Yair Rodriguez,Brian Ortega,0,0,4:11,KO/TKO,1,23,22,0,0,0,1,Featherweight
UFC 104: Machida vs Shogun,24-Oct-09,"Los Angeles, California, USA",Amanda Lemos,Michelle Waterson-Gomez,0,0,1:48,SUB,2,20,29,1,0,0,1,Women's Strawweight
UFC 104: Machida vs Shogun,24-Oct-09,"Los Angeles, California, USA",Li Jingliang,Muslim Salikhov,1,0,4:38,KO/TKO,2,38,23,0,0,1,1,Welterweight
UFC 104: Machida vs Shogun,24-Oct-09,"Los Angeles, California, USA",Matt Schnell,Sumudaerji,0,1,4:24,SUB,2,47,58,2,0,2,0,Flyweight
UFC 104: Machida vs Shogun,24-Oct-09,"Los Angeles, California, USA",Shane Burgos,Charles Jourdain,0,0,5:00,M-DEC,3,42,113,3,0,2,0,Featherweight
UFC 104: Machida vs Shogun,24-Oct-09,"Los Angeles, California, USA",Lauren Murphy,Miesha Tate,0,0,5:00,U-DEC,3,102,85,0,0,2,0,Women's Flyweight
UFC 104: Machida vs Shogun,24-Oct-09,"Los Angeles, California, USA",Punahele Soriano,Dalcha Lungiambula,1,0,0:28,KO/TKO,2,17,11,0,0,0,2,Middleweight
UFC 104: Machida vs Shogun,24-Oct-09,"Los Angeles, California, USA",Ricky Simon,Jack Shore,1,0,3:28,SUB,2,25,19,1,0,2,0,Bantamweight
UFC 104: Machida vs Shogun,24-Oct-09,"Los Angeles, California, USA",Bill Algeo,Herbert Burns,0,0,1:50,KO/TKO,2,28,10,0,2,1,1,Featherweight
UFC 104: Machida vs Shogun,24-Oct-09,"Los Angeles, California, USA",Dustin Jacoby,Da-Un Jung,1,0,3:13,KO/TKO,1,14,14,0,0,0,0,Light Heavyweight
UFC 104: Machida vs Shogun,24-Oct-09,"Los Angeles, California, USA",Dustin Stoltzfus,Dwight Grant,0,0,5:00,U-DEC,3,49,52,0,0,2,0,Middleweight
UFC 104: Machida vs Shogun,24-Oct-09,"Los Angeles, California, USA",Emily Ducote,Jessica Penne,0,0,5:00,U-DEC,3,116,63,0,0,0,0,Women's Strawweight
UFC 103: Franklin vs Belfort,19-Sep-09,"Dallas, Texas, USA",Rafael Fiziev,Rafael Dos Anjos,1,0,0:18,KO/TKO,5,64,54,0,0,0,2,Lightweight
UFC 103: Franklin vs Belfort,19-Sep-09,"Dallas, Texas, USA",Caio Borralho,Armen Petrosyan,0,0,5:00,U-DEC,3,12,31,0,0,4,0,Middleweight
UFC 103: Franklin vs Belfort,19-Sep-09,"Dallas, Texas, USA",Said Nurmagomedov,Douglas Silva de Andrade,0,0,5:00,U-DEC,3,42,28,0,0,1,1,Bantamweight
UFC 103: Franklin vs Belfort,19-Sep-09,"Dallas, Texas, USA",Chase Sherman,Jared Vanderaa,1,0,3:10,KO/TKO,3,137,109,0,0,0,0,Heavyweight
UFC 103: Franklin vs Belfort,19-Sep-09,"Dallas, Texas, USA",Aiemann Zahabi,Ricky Turcios,0,0,5:00,U-DEC,3,54,27,0,0,0,0,Bantamweight
UFC 103: Franklin vs Belfort,19-Sep-09,"Dallas, Texas, USA",Jamie Mullarkey,Michael Johnson,0,1,5:00,S-DEC,3,96,66,0,0,0,0,Lightweight
UFC 103: Franklin vs Belfort,19-Sep-09,"Dallas, Texas, USA",Cody Brundage,Tresean Gore,1,0,3:50,KO/TKO,1,15,8,0,0,1,0,Middleweight
UFC 103: Franklin vs Belfort,19-Sep-09,"Dallas, Texas, USA",Antonina Shevchenko,Cortney Casey,0,0,5:00,S-DEC,3,55,33,0,0,0,2,Women's Flyweight
UFC 103: Franklin vs Belfort,19-Sep-09,"Dallas, Texas, USA",David Onama,Garrett Armfield,0,0,3:13,SUB,2,29,21,1,0,2,0,Featherweight
UFC 103: Franklin vs Belfort,19-Sep-09,"Dallas, Texas, USA",Kennedy Nzechukwu,Karl Roberson,0,0,2:19,KO/TKO,3,20,9,1,0,5,0,Light Heavyweight
UFC 103: Franklin vs Belfort,19-Sep-09,"Dallas, Texas, USA",Saidyokub Kakhramonov,Ronnie Lawrence,0,0,5:00,U-DEC,3,32,15,0,0,10,1,Bantamweight
UFC Fight Night: Diaz vs Guillard,16-Sep-09,"Oklahoma City, Oklahoma, USA",Israel Adesanya,Jared Cannonier,0,0,5:00,U-DEC,5,116,90,0,0,0,0,Middleweight
UFC Fight Night: Diaz vs Guillard,16-Sep-09,"Oklahoma City, Oklahoma, USA",Alexander Volkanovski,Max Holloway,0,0,5:00,U-DEC,5,199,127,0,0,0,0,Featherweight
UFC Fight Night: Diaz vs Guillard,16-Sep-09,"Oklahoma City, Oklahoma, USA",Alex Pereira,Sean Strickland,1,0,2:36,KO/TKO,1,25,15,0,0,0,0,Middleweight
UFC Fight Night: Diaz vs Guillard,16-Sep-09,"Oklahoma City, Oklahoma, USA",Bryan Barberena,Robbie Lawler,0,0,4:47,KO/TKO,2,147,81,0,0,0,0,Welterweight
UFC Fight Night: Diaz vs Guillard,16-Sep-09,"Oklahoma City, Oklahoma, USA",Pedro Munhoz,Sean O'Malley,0,0,3:09,CNC,2,26,25,0,0,0,0,Bantamweight
UFC Fight Night: Diaz vs Guillard,16-Sep-09,"Oklahoma City, Oklahoma, USA",Jalin Turner,Brad Riddell,0,0,0:45,SUB,1,3,2,1,0,0,0,Lightweight
UFC Fight Night: Diaz vs Guillard,16-Sep-09,"Oklahoma City, Oklahoma, USA",Jim Miller,Donald Cerrone,0,0,1:32,SUB,2,24,21,1,0,1,0,Welterweight
UFC Fight Night: Diaz vs Guillard,16-Sep-09,"Oklahoma City, Oklahoma, USA",Ian Garry,Gabe Green,1,0,5:00,U-DEC,3,116,90,0,0,1,1,Welterweight
UFC Fight Night: Diaz vs Guillard,16-Sep-09,"Oklahoma City, Oklahoma, USA",Dricus Du Plessis,Brad Tavares,0,0,5:00,U-DEC,3,113,82,0,0,0,0,Middleweight
UFC Fight Night: Diaz vs Guillard,16-Sep-09,"Oklahoma City, Oklahoma, USA",Andre Muniz,Uriah Hall,0,0,5:00,U-DEC,3,17,6,0,0,4,0,Middleweight
UFC Fight Night: Diaz vs Guillard,16-Sep-09,"Oklahoma City, Oklahoma, USA",Maycee Barber,Jessica Eye,0,0,5:00,U-DEC,3,63,35,0,0,0,1,Women's Flyweight
UFC Fight Night: Diaz vs Guillard,16-Sep-09,"Oklahoma City, Oklahoma, USA",Julija Stoliarenko,Jessica-Rose Clark,0,0,0:42,SUB,1,6,9,1,0,1,0,Women's Bantamweight
UFC 102: Couture vs Nogueira,29-Aug-09,"Portland, Oregon, USA",Mateusz Gamrot,Arman Tsarukyan,0,1,5:00,U-DEC,5,81,95,0,0,6,1,Lightweight
UFC 102: Couture vs Nogueira,29-Aug-09,"Portland, Oregon, USA",Shavkat Rakhmonov,Neil Magny,0,0,4:58,SUB,2,19,11,1,0,2,0,Welterweight
UFC 102: Couture vs Nogueira,29-Aug-09,"Portland, Oregon, USA",Josh Parisian,Alan Baudot,0,1,3:04,KO/TKO,2,42,49,0,0,3,0,Heavyweight
UFC 102: Couture vs Nogueira,29-Aug-09,"Portland, Oregon, USA",Thiago Moises,Christos Giagos,0,0,3:05,SUB,1,3,2,1,0,1,0,Lightweight
UFC 102: Couture vs Nogueira,29-Aug-09,"Portland, Oregon, USA",Umar Nurmagomedov,Nate Maness,0,0,5:00,U-DEC,3,74,2,0,0,3,0,Bantamweight
UFC 102: Couture vs Nogueira,29-Aug-09,"Portland, Oregon, USA",Chris Curtis,Rodolfo Vieira,0,0,5:00,U-DEC,3,109,86,0,0,0,0,Middleweight
UFC 102: Couture vs Nogueira,29-Aug-09,"Portland, Oregon, USA",Carlos Ulberg,Tafon Nchukwi,1,0,1:15,KO/TKO,1,15,3,0,0,0,0,Light Heavyweight
UFC 102: Couture vs Nogueira,29-Aug-09,"Portland, Oregon, USA",Shayilan Nuerdanbieke,TJ Brown,1,0,5:00,U-DEC,3,47,42,0,4,3,1,Featherweight
UFC 102: Couture vs Nogueira,29-Aug-09,"Portland, Oregon, USA",Sergey Morozov,Raulian Paiva,0,0,5:00,U-DEC,3,68,63,0,0,2,1,Bantamweight
UFC 102: Couture vs Nogueira,29-Aug-09,"Portland, Oregon, USA",Cody Durden,JP Buys,1,0,1:08,KO/TKO,1,23,7,0,0,0,0,Flyweight
UFC 102: Couture vs Nogueira,29-Aug-09,"Portland, Oregon, USA",Mario Bautista,Brian Kelleher,0,0,2:27,SUB,1,6,2,1,0,2,0,Bantamweight
UFC 102: Couture vs Nogueira,29-Aug-09,"Portland, Oregon, USA",Vanessa Demopoulos,Jinh Yu Frey,0,0,5:00,S-DEC,3,66,62,0,0,1,0,Women's Strawweight
UFC 101: Declaration,8-Aug-09,"Philadelphia, Pennsylvania, USA",Josh Emmett,Calvin Kattar,0,0,5:00,S-DEC,5,107,130,0,0,0,0,Featherweight
UFC 101: Declaration,8-Aug-09,"Philadelphia, Pennsylvania, USA",Kevin Holland,Tim Means,0,0,1:28,SUB,2,36,21,1,0,0,2,Welterweight
UFC 101: Declaration,8-Aug-09,"Philadelphia, Pennsylvania, USA",Joaquin Buckley,Albert Duraev,2,0,5:00,KO/TKO,2,27,10,0,0,0,2,Middleweight
UFC 101: Declaration,8-Aug-09,"Philadelphia, Pennsylvania, USA",Damir Ismagulov,Guram Kutateladze,0,0,5:00,S-DEC,3,79,78,0,0,0,1,Lightweight
UFC 101: Declaration,8-Aug-09,"Philadelphia, Pennsylvania, USA",Gregory Rodrigues,Julian Marquez,3,0,3:18,KO/TKO,1,49,13,0,0,0,0,Middleweight
UFC 101: Declaration,8-Aug-09,"Philadelphia, Pennsylvania, USA",Adrian Yanez,Tony Kelley,1,0,3:49,KO/TKO,1,35,20,0,0,0,0,Bantamweight
UFC 101: Declaration,8-Aug-09,"Philadelphia, Pennsylvania, USA",Natalia Silva,Jasmine Jasudavicius,0,0,5:00,U-DEC,3,96,31,0,0,2,0,Women's Flyweight
UFC 101: Declaration,8-Aug-09,"Philadelphia, Pennsylvania, USA",Jeremiah Wells,Court McGee,1,0,1:34,KO/TKO,1,7,3,0,0,0,0,Welterweight
UFC 101: Declaration,8-Aug-09,"Philadelphia, Pennsylvania, USA",Ricardo Ramos,Danny Chavez,1,0,1:12,KO/TKO,1,4,3,0,0,0,0,Featherweight
UFC 101: Declaration,8-Aug-09,"Philadelphia, Pennsylvania, USA",Maria Oliveira,Gloria de Paula,0,0,5:00,S-DEC,3,96,105,0,0,2,2,Women's Strawweight
UFC 101: Declaration,8-Aug-09,"Philadelphia, Pennsylvania, USA",Cody Stamann,Eddie Wineland,1,0,0:59,KO/TKO,1,27,3,0,0,0,0,Bantamweight
UFC 101: Declaration,8-Aug-09,"Philadelphia, Pennsylvania, USA",Phil Hawes,Deron Winn,1,0,4:25,KO/TKO,2,118,32,0,0,1,0,Middleweight
UFC 101: Declaration,8-Aug-09,"Philadelphia, Pennsylvania, USA",Roman Dolidze,Kyle Daukaus,2,0,1:13,KO/TKO,1,8,4,0,0,0,0,Middleweight
UFC 100,11-Jul-09,"Las Vegas, Nevada, USA",Jiri Prochazka,Glover Teixeira,0,0,4:32,SUB,5,120,111,1,1,0,5,Light Heavyweight
UFC 100,11-Jul-09,"Las Vegas, Nevada, USA",Valentina Shevchenko,Taila Santos,0,0,5:00,S-DEC,5,77,55,1,3,3,3,Women's Flyweight
UFC 100,11-Jul-09,"Las Vegas, Nevada, USA",Zhang Weili,Joanna Jedrzejczyk,1,0,2:28,KO/TKO,2,69,43,0,0,3,0,Women's Strawweight
UFC 100,11-Jul-09,"Las Vegas, Nevada, USA",Jake Matthews,Andre Fialho,1,0,2:24,KO/TKO,2,47,18,0,0,0,0,Welterweight
UFC 100,11-Jul-09,"Las Vegas, Nevada, USA",Jack Della Maddalena,Ramazan Emeev,1,0,2:32,KO/TKO,1,18,7,0,1,0,1,Welterweight
UFC 100,11-Jul-09,"Las Vegas, Nevada, USA",Josh Culibao,SeungWoo Choi,2,0,5:00,S-DEC,3,51,46,0,0,0,1,Featherweight
UFC 100,11-Jul-09,"Las Vegas, Nevada, USA",Maheshate,Steve Garcia,2,0,1:14,KO/TKO,1,7,7,0,0,0,0,Lightweight
UFC 100,11-Jul-09,"Las Vegas, Nevada, USA",Brendan Allen,Jacob Malkoun,0,0,5:00,U-DEC,3,45,33,0,0,2,7,Middleweight
UFC 100,11-Jul-09,"Las Vegas, Nevada, USA",Kyung Ho Kang,Batgerel Danaa,0,0,5:00,U-DEC,3,100,109,0,0,0,0,Bantamweight
UFC 100,11-Jul-09,"Las Vegas, Nevada, USA",Silvana Gomez Juarez,Liang Na,1,0,1:22,KO/TKO,1,8,4,0,0,0,0,Women's Strawweight
UFC 100,11-Jul-09,"Las Vegas, Nevada, USA",Joselyne Edwards,Ramona Pascual,0,0,5:00,U-DEC,3,164,63,0,0,0,1,Women's Featherweight
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,"Las Vegas, Nevada, USA",Alexander Volkov,Jairzinho Rozenstruik,0,0,2:12,KO/TKO,1,21,6,0,0,0,0,Heavyweight
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,"Las Vegas, Nevada, USA",Movsar Evloev,Dan Ige,0,0,5:00,U-DEC,3,68,42,0,0,9,0,Featherweight
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,"Las Vegas, Nevada, USA",Lucas Almeida,Michael Trizano,2,1,0:55,KO/TKO,3,75,31,0,0,0,0,Featherweight
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,"Las Vegas, Nevada, USA",Karine Silva,Poliana Botelho,0,0,4:55,SUB,1,17,19,1,0,1,0,Women's Flyweight
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,"Las Vegas, Nevada, USA",Ode Osbourne,Zarrukh Adashev,1,0,1:01,KO/TKO,1,7,7,0,0,0,0,Flyweight
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,"Las Vegas, Nevada, USA",Alonzo Menifield,Askar Mozharov,0,0,4:40,KO/TKO,1,19,2,0,0,2,0,Light Heavyweight
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,"Las Vegas, Nevada, USA",Karolina Kowalkiewicz,Felice Herrig,0,0,4:01,SUB,2,82,55,2,0,0,0,Women's Strawweight
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,"Las Vegas, Nevada, USA",Joe Solecki,Alex Da Silva,0,1,5:00,M-DEC,3,33,35,3,0,1,0,Lightweight
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,"Las Vegas, Nevada, USA",Damon Jackson,Dan Argueta,0,0,5:00,U-DEC,3,32,27,1,0,2,1,Featherweight
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,"Las Vegas, Nevada, USA",Benoit Saint Denis,Niklas Stolze,0,0,1:32,SUB,2,8,11,2,1,3,0,Lightweight
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,"Las Vegas, Nevada, USA",Tony Gravely,Johnny Munoz,1,0,1:08,KO/TKO,1,5,2,0,0,0,0,Bantamweight
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,"Las Vegas, Nevada, USA",Jeff Molina,Zhalgas Zhumagulov,0,0,5:00,S-DEC,3,56,37,0,0,0,2,Flyweight
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,"Las Vegas, Nevada, USA",Rinat Fakhretdinov,Andreas Michailidis,0,0,5:00,U-DEC,3,45,18,0,0,5,0,Welterweight
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,"Las Vegas, Nevada, USA",Erin Blanchfield,JJ Aldrich,0,0,2:38,SUB,2,48,32,1,0,0,2,Women's Flyweight
UFC 99: The Comeback,13-Jun-09,"Cologne, North Rhine-Westphalia, Germany",Ketlen Vieira,Holly Holm,0,0,5:00,S-DEC,5,85,96,1,0,1,0,Women's Bantamweight
UFC 99: The Comeback,13-Jun-09,"Cologne, North Rhine-Westphalia, Germany",Michel Pereira,Santiago Ponzinibbio,0,0,5:00,S-DEC,3,110,105,0,0,0,1,Welterweight
UFC 99: The Comeback,13-Jun-09,"Cologne, North Rhine-Westphalia, Germany",Chidi Njokuani,Dusko Todorovic,1,0,4:48,KO/TKO,1,14,5,1,0,0,2,Middleweight
UFC 99: The Comeback,13-Jun-09,"Cologne, North Rhine-Westphalia, Germany",Tabatha Ricci,Polyana Viana,0,0,5:00,U-DEC,3,33,36,0,0,5,0,Women's Strawweight
UFC 99: The Comeback,13-Jun-09,"Cologne, North Rhine-Westphalia, Germany",Junyong Park,Eryk Anders,0,0,5:00,S-DEC,3,105,65,0,0,0,3,Middleweight
UFC 99: The Comeback,13-Jun-09,"Cologne, North Rhine-Westphalia, Germany",Joseph Holmes,Alen Amedovski,1,0,1:04,SUB,1,16,1,1,0,1,0,Middleweight
UFC 99: The Comeback,13-Jun-09,"Cologne, North Rhine-Westphalia, Germany",Jailton Almeida,Parker Porter,0,0,4:35,SUB,1,18,0,1,0,1,0,Heavyweight
UFC 99: The Comeback,13-Jun-09,"Cologne, North Rhine-Westphalia, Germany",Uros Medic,Omar Morales,2,0,3:05,KO/TKO,2,47,33,0,0,0,0,Lightweight
UFC 99: The Comeback,13-Jun-09,"Cologne, North Rhine-Westphalia, Germany",Jonathan Martinez,Vince Morales,0,0,5:00,U-DEC,3,88,51,0,0,2,0,Bantamweight
UFC 99: The Comeback,13-Jun-09,"Cologne, North Rhine-Westphalia, Germany",Chase Hooper,Felipe Colares,0,0,3:00,KO/TKO,3,60,21,3,0,4,2,Featherweight
UFC 99: The Comeback,13-Jun-09,"Cologne, North Rhine-Westphalia, Germany",Sam Hughes,Elise Reed,0,0,3:52,KO/TKO,3,43,17,0,0,4,0,Women's Strawweight
UFC 98: Evans vs Machida,23-May-09,"Las Vegas, Nevada, USA",Jan Blachowicz,Aleksandar Rakic,0,0,1:11,KO/TKO,3,31,27,1,0,0,1,Light Heavyweight
UFC 98: Evans vs Machida,23-May-09,"Las Vegas, Nevada, USA",Ryan Spann,Ion Cutelaba,0,0,2:22,SUB,1,4,2,1,0,0,3,Light Heavyweight
UFC 98: Evans vs Machida,23-May-09,"Las Vegas, Nevada, USA",Davey Grant,Louis Smolka,1,0,0:49,KO/TKO,3,81,71,0,0,0,0,Bantamweight
UFC 98: Evans vs Machida,23-May-09,"Las Vegas, Nevada, USA",Katlyn Chookagian,Amanda Ribas,0,0,5:00,S-DEC,3,63,55,0,0,0,3,Women's Flyweight
UFC 98: Evans vs Machida,23-May-09,"Las Vegas, Nevada, USA",Manuel Torres,Frank Camacho,1,0,3:27,KO/TKO,1,34,16,0,0,0,0,Lightweight
UFC 98: Evans vs Machida,23-May-09,"Las Vegas, Nevada, USA",Allan Nascimento,Jake Hadley,0,0,5:00,U-DEC,3,19,8,0,1,2,0,Flyweight
UFC 98: Evans vs Machida,23-May-09,"Las Vegas, Nevada, USA",Viviane Araujo,Andrea Lee,0,1,5:00,U-DEC,3,39,47,2,0,3,1,Women's Flyweight
UFC 98: Evans vs Machida,23-May-09,"Las Vegas, Nevada, USA",Michael Johnson,Alan Patrick,1,0,3:22,KO/TKO,2,30,22,0,0,1,0,Lightweight
UFC 98: Evans vs Machida,23-May-09,"Las Vegas, Nevada, USA",Virna Jandiroba,Angela Hill,0,0,5:00,U-DEC,3,14,21,0,0,3,1,Women's Strawweight
UFC 98: Evans vs Machida,23-May-09,"Las Vegas, Nevada, USA",Tatsuro Taira,Carlos Candelario,1,0,5:00,U-DEC,3,57,9,3,1,1,2,Flyweight
UFC 98: Evans vs Machida,23-May-09,"Las Vegas, Nevada, USA",Andre Petroski,Nick Maximov,0,0,1:16,SUB,1,1,4,1,0,0,0,Middleweight
UFC 97: Redemption,18-Apr-09,"Montreal, Quebec, Canada",Charles Oliveira,Justin Gaethje,1,1,3:22,SUB,1,30,21,2,0,0,0,Lightweight
UFC 97: Redemption,18-Apr-09,"Montreal, Quebec, Canada",Carla Esparza,Rose Namajunas,0,0,5:00,S-DEC,5,30,37,0,0,2,1,Women's Strawweight
UFC 97: Redemption,18-Apr-09,"Montreal, Quebec, Canada",Michael Chandler,Tony Ferguson,1,0,0:17,KO/TKO,2,27,20,0,0,1,0,Lightweight
UFC 97: Redemption,18-Apr-09,"Montreal, Quebec, Canada",Ovince Saint Preux,Mauricio Rua,0,0,5:00,S-DEC,3,62,54,0,0,0,0,Light Heavyweight
UFC 97: Redemption,18-Apr-09,"Montreal, Quebec, Canada",Randy Brown,Khaos Williams,0,1,5:00,S-DEC,3,93,75,0,0,0,0,Welterweight
UFC 97: Redemption,18-Apr-09,"Montreal, Quebec, Canada",Francisco Trinaldo,Danny Roberts,0,0,5:00,U-DEC,3,80,36,1,0,0,0,Welterweight
UFC 97: Redemption,18-Apr-09,"Montreal, Quebec, Canada",Macy Chiasson,Norma Dumont,0,0,5:00,S-DEC,3,32,38,0,0,6,0,Women's Featherweight
UFC 97: Redemption,18-Apr-09,"Montreal, Quebec, Canada",Brandon Royval,Matt Schnell,0,1,2:14,SUB,1,14,12,1,0,0,0,Flyweight
UFC 97: Redemption,18-Apr-09,"Montreal, Quebec, Canada",Blagoy Ivanov,Marcos Rogerio de Lima,0,0,5:00,U-DEC,3,62,68,0,0,0,1,Heavyweight
UFC 97: Redemption,18-Apr-09,"Montreal, Quebec, Canada",Andre Fialho,Cameron VanCamp,1,0,2:35,KO/TKO,1,17,19,0,0,0,0,Welterweight
UFC 97: Redemption,18-Apr-09,"Montreal, Quebec, Canada",Tracy Cortez,Melissa Gatto,0,0,5:00,U-DEC,3,36,30,1,1,2,3,Women's Flyweight
UFC 97: Redemption,18-Apr-09,"Montreal, Quebec, Canada",CJ Vergara,Kleydson Rodrigues,0,0,5:00,S-DEC,3,71,81,0,1,0,2,Flyweight
UFC 97: Redemption,18-Apr-09,"Montreal, Quebec, Canada",Loopy Godinez,Ariane Carnelossi,0,0,5:00,U-DEC,3,46,9,2,0,8,0,Women's Strawweight
UFC 97: Redemption,18-Apr-09,"Montreal, Quebec, Canada",Journey Newson,Fernie Garcia,0,0,5:00,U-DEC,3,57,37,0,0,2,0,Bantamweight
UFC Fight Night: Condit vs Kampmann,1-Apr-09,"Nashville, Tennessee, USA",Marlon Vera,Rob Font,3,0,5:00,U-DEC,5,159,271,0,0,0,1,Bantamweight
UFC Fight Night: Condit vs Kampmann,1-Apr-09,"Nashville, Tennessee, USA",Andrei Arlovski,Jake Collier,0,0,5:00,S-DEC,3,91,93,0,0,0,2,Heavyweight
UFC Fight Night: Condit vs Kampmann,1-Apr-09,"Nashville, Tennessee, USA",Joanderson Brito,Andre Fili,1,0,0:41,KO/TKO,1,14,6,0,0,0,0,Featherweight
UFC Fight Night: Condit vs Kampmann,1-Apr-09,"Nashville, Tennessee, USA",Grant Dawson,Jared Gordon,0,0,4:11,SUB,3,54,77,2,0,7,0,Lightweight
UFC Fight Night: Condit vs Kampmann,1-Apr-09,"Nashville, Tennessee, USA",Darren Elkins,Tristan Connelly,0,0,5:00,U-DEC,3,75,66,1,0,5,0,Featherweight
UFC Fight Night: Condit vs Kampmann,1-Apr-09,"Nashville, Tennessee, USA",Krzysztof Jotko,Gerald Meerschaert,0,0,5:00,U-DEC,3,65,37,0,0,4,1,Middleweight
UFC Fight Night: Condit vs Kampmann,1-Apr-09,"Nashville, Tennessee, USA",Alexandr Romanov,Chase Sherman,0,0,2:11,SUB,1,8,0,1,0,3,0,Heavyweight
UFC Fight Night: Condit vs Kampmann,1-Apr-09,"Nashville, Tennessee, USA",Francisco Figueiredo,Daniel Da Silva,0,0,1:18,SUB,1,5,4,1,0,0,1,Flyweight
UFC Fight Night: Condit vs Kampmann,1-Apr-09,"Nashville, Tennessee, USA",Gabe Green,Yohan Lainesse,0,1,4:02,KO/TKO,2,48,41,0,1,0,2,Welterweight
UFC Fight Night: Condit vs Kampmann,1-Apr-09,"Nashville, Tennessee, USA",Natan Levy,Mike Breeden,0,0,5:00,U-DEC,3,92,104,0,0,9,3,Lightweight
UFC Fight Night: Condit vs Kampmann,1-Apr-09,"Nashville, Tennessee, USA",Shanna Young,Gina Mazany,0,0,3:11,KO/TKO,2,49,48,0,0,0,1,Women's Flyweight
UFC 96: Jackson vs Jardine,7-Mar-09,"Columbus, Ohio, USA",Jessica Andrade,Amanda Lemos,0,0,3:13,SUB,1,3,7,1,0,0,0,Women's Strawweight
UFC 96: Jackson vs Jardine,7-Mar-09,"Columbus, Ohio, USA",Claudio Puelles,Clay Guida,0,0,3:01,SUB,1,1,3,2,0,0,0,Lightweight
UFC 96: Jackson vs Jardine,7-Mar-09,"Columbus, Ohio, USA",Maycee Barber,Montana De La Rosa,0,0,5:00,U-DEC,3,50,14,0,0,1,1,Women's Flyweight
UFC 96: Jackson vs Jardine,7-Mar-09,"Columbus, Ohio, USA",Charles Jourdain,Lando Vannata,0,0,2:32,SUB,1,4,8,1,0,0,1,Featherweight
UFC 96: Jackson vs Jardine,7-Mar-09,"Columbus, Ohio, USA",Marc-Andre Barriault,Jordan Wright,0,0,2:36,SUB,1,13,12,1,0,0,2,Catch Weight
